Student_ID,Year,Domain,Difficulty,Correct,Score
2023FE113,2023,DBMS,Easy,1,10
2023FE113,2023,OS,Moderate,1,10
2023FE113,2023,OS,Moderate,1,10
2023FE113,2023,OS,Moderate,1,10
2023FE113,2023,CN,Moderate,1,10
2023FE113,2023,CN,Moderate,1,10
2023FE113,2023,CN,Easy,0,0
2023FE113,2023,Aptitude,Difficult,0,0
2023FE113,2023,Aptitude,Easy,0,0
2023FE113,2023,Aptitude,Difficult,0,0
2023FE114,2023,DSA,Difficult,1,10
2023FE114,2023,DSA,Easy,1,10
2023FE114,2023,DSA,Moderate,1,10
2023FE114,2023,DBMS,Easy,1,10
2023FE114,2023,DBMS,Difficult,1,10
2023FE114,2023,DBMS,Moderate,1,10
2023FE114,2023,OS,Easy,0,0
2023FE114,2023,OS,Difficult,1,10
2023FE114,2023,OS,Easy,1,10
2023FE114,2023,CN,Difficult,0,0
2023FE114,2023,CN,Difficult,0,0
2023FE114,2023,CN,Difficult,0,0
2023FE114,2023,Aptitude,Difficult,1,10
2023FE114,2023,Aptitude,Difficult,0,0
2023FE114,2023,Aptitude,Easy,1,10
2023FE115,2023,DSA,Easy,1,10
2023FE115,2023,DSA,Moderate,0,0
2023FE115,2023,DSA,Moderate,0,0
2023FE115,2023,DBMS,Moderate,0,0
2023FE115,2023,DBMS,Difficult,1,10
2023FE115,2023,DBMS,Difficult,1,10
2023FE115,2023,OS,Moderate,0,0
2023FE115,2023,OS,Difficult,0,0
2023FE115,2023,OS,Difficult,1,10
2023FE115,2023,CN,Moderate,0,0
2023FE115,2023,CN,Moderate,1,10
2023FE115,2023,CN,Moderate,0,0
2023FE115,2023,Aptitude,Easy,1,10
2023FE115,2023,Aptitude,Easy,1,10
2023FE115,2023,Aptitude,Easy,1,10
2023FE116,2023,DSA,Moderate,1,10
2023FE116,2023,DSA,Difficult,1,10
2023FE116,2023,DSA,Easy,0,0
2023FE116,2023,DBMS,Difficult,1,10
2023FE116,2023,DBMS,Moderate,1,10
2023FE116,2023,DBMS,Moderate,1,10
2023FE116,2023,OS,Easy,1,10
2023FE116,2023,OS,Easy,0,0
2023FE116,2023,OS,Easy,0,0
2023FE116,2023,CN,Easy,0,0
2023FE116,2023,CN,Moderate,1,10
2023FE116,2023,CN,Moderate,0,0
2023FE116,2023,Aptitude,Moderate,1,10
2023FE116,2023,Aptitude,Moderate,0,0
2023FE116,2023,Aptitude,Moderate,1,10
2023FE117,2023,DSA,Moderate,0,0
2023FE117,2023,DSA,Moderate,0,0
2023FE117,2023,DSA,Moderate,0,0
2023FE117,2023,DBMS,Moderate,0,0
2023FE117,2023,DBMS,Difficult,1,10
2023FE117,2023,DBMS,Difficult,1,10
2023FE117,2023,OS,Difficult,1,10
2023FE117,2023,OS,Difficult,0,0
2023FE117,2023,OS,Easy,0,0
2023FE117,2023,CN,Easy,0,0
2023FE117,2023,CN,Easy,0,0
2023FE117,2023,CN,Moderate,0,0
2023FE117,2023,Aptitude,Difficult,0,0
2023FE117,2023,Aptitude,Easy,0,0
2023FE117,2023,Aptitude,Easy,0,0
2023FE118,2023,DSA,Easy,1,10
2023FE118,2023,DSA,Difficult,0,0
2023FE118,2023,DSA,Difficult,1,10
2023FE118,2023,DBMS,Easy,0,0
2023FE118,2023,DBMS,Easy,1,10
2023FE118,2023,DBMS,Difficult,0,0
2023FE118,2023,OS,Difficult,1,10
2023FE118,2023,OS,Moderate,1,10
2023FE118,2023,OS,Easy,1,10
2023FE118,2023,CN,Moderate,0,0
2023FE118,2023,CN,Difficult,0,0
2023FE118,2023,CN,Difficult,0,0
2023FE118,2023,Aptitude,Moderate,0,0
2023FE118,2023,Aptitude,Easy,1,10
2023FE118,2023,Aptitude,Easy,1,10
2023FE119,2023,DSA,Easy,1,10
2023FE119,2023,DSA,Easy,0,0
2023FE119,2023,DSA,Moderate,0,0
2023FE119,2023,DBMS,Moderate,0,0
2023FE119,2023,DBMS,Moderate,0,0
2023FE119,2023,DBMS,Difficult,1,10
2023FE119,2023,OS,Difficult,0,0
2023FE119,2023,OS,Difficult,0,0
2023FE119,2023,OS,Difficult,0,0
2023FE119,2023,CN,Difficult,1,10
2023FE119,2023,CN,Easy,1,10
2023FE119,2023,CN,Moderate,0,0
2023FE119,2023,Aptitude,Moderate,0,0
2023FE119,2023,Aptitude,Easy,0,0
2023FE119,2023,Aptitude,Easy,0,0
2023FE120,2023,DSA,Difficult,1,10
2023FE120,2023,DSA,Moderate,1,10
2023FE120,2023,DSA,Moderate,1,10
2023FE120,2023,DBMS,Difficult,1,10
2023FE120,2023,DBMS,Easy,0,0
2023FE120,2023,DBMS,Difficult,0,0
2023FE120,2023,OS,Difficult,1,10
2023FE120,2023,OS,Difficult,1,10
2023FE120,2023,OS,Easy,1,10
2023FE120,2023,CN,Difficult,0,0
2023FE120,2023,CN,Difficult,0,0
2023FE120,2023,CN,Difficult,0,0
2023FE120,2023,Aptitude,Easy,1,10
2023FE120,2023,Aptitude,Moderate,1,10
2023FE120,2023,Aptitude,Moderate,0,0
2023FE121,2023,DSA,Easy,0,0
2023FE121,2023,DSA,Moderate,1,10
2023FE121,2023,DSA,Difficult,0,0
2023FE121,2023,DBMS,Moderate,1,10
2023FE121,2023,DBMS,Difficult,0,0
2023FE121,2023,DBMS,Easy,0,0
2023FE121,2023,OS,Easy,1,10
2023FE121,2023,OS,Moderate,0,0
2023FE121,2023,OS,Difficult,0,0
2023FE121,2023,CN,Easy,0,0
2023FE121,2023,CN,Easy,1,10
2023FE121,2023,CN,Difficult,0,0
2023FE121,2023,Aptitude,Moderate,1,10
2023FE121,2023,Aptitude,Easy,0,0
2023FE121,2023,Aptitude,Moderate,1,10
2023FE122,2023,DSA,Moderate,1,10
2023FE122,2023,DSA,Moderate,1,10
2023FE122,2023,DSA,Moderate,1,10
2023FE122,2023,DBMS,Easy,0,0
2023FE122,2023,DBMS,Moderate,1,10
2023FE122,2023,DBMS,Difficult,0,0
2023FE122,2023,OS,Moderate,0,0
2023FE122,2023,OS,Difficult,0,0
2023FE122,2023,OS,Moderate,0,0
2023FE122,2023,CN,Easy,1,10
2023FE122,2023,CN,Moderate,1,10
2023FE122,2023,CN,Difficult,1,10
2023FE122,2023,Aptitude,Difficult,1,10
2023FE122,2023,Aptitude,Easy,1,10
2023FE122,2023,Aptitude,Easy,1,10
2023FE123,2023,DSA,Easy,1,10
2023FE123,2023,DSA,Difficult,1,10
2023FE123,2023,DSA,Difficult,0,0
2023FE123,2023,DBMS,Moderate,0,0
2023FE123,2023,DBMS,Moderate,0,0
2023FE123,2023,DBMS,Easy,1,10
2023FE123,2023,OS,Difficult,1,10
2023FE123,2023,OS,Easy,1,10
2023FE123,2023,OS,Difficult,1,10
2023FE123,2023,CN,Moderate,1,10
2023FE123,2023,CN,Easy,0,0
2023FE123,2023,CN,Easy,1,10
2023FE123,2023,Aptitude,Moderate,0,0
2023FE123,2023,Aptitude,Difficult,0,0
2023FE123,2023,Aptitude,Easy,1,10
2023FE124,2023,DSA,Easy,0,0
2023FE124,2023,DSA,Moderate,1,10
2023FE124,2023,DSA,Difficult,1,10
2023FE124,2023,DBMS,Moderate,0,0
2023FE124,2023,DBMS,Difficult,0,0
2023FE124,2023,DBMS,Difficult,1,10
2023FE124,2023,OS,Easy,1,10
2023FE124,2023,OS,Moderate,1,10
2023FE124,2023,OS,Difficult,1,10
2023FE124,2023,CN,Difficult,1,10
2023FE124,2023,CN,Easy,1,10
2023FE124,2023,CN,Moderate,0,0
2023FE124,2023,Aptitude,Difficult,1,10
2023FE124,2023,Aptitude,Moderate,0,0
2023FE124,2023,Aptitude,Difficult,0,0
2023FE125,2023,DSA,Moderate,1,10
2023FE125,2023,DSA,Moderate,0,0
2023FE125,2023,DSA,Difficult,0,0
2023FE125,2023,DBMS,Moderate,0,0
2023FE125,2023,DBMS,Difficult,0,0
2023FE125,2023,DBMS,Easy,0,0
2023FE125,2023,OS,Moderate,0,0
2023FE125,2023,OS,Moderate,1,10
2023FE125,2023,OS,Difficult,0,0
2023FE125,2023,CN,Moderate,0,0
2023FE125,2023,CN,Easy,1,10
2023FE125,2023,CN,Difficult,0,0
2023FE125,2023,Aptitude,Easy,1,10
2023FE125,2023,Aptitude,Difficult,0,0
2023FE125,2023,Aptitude,Moderate,1,10
2023FE126,2023,DSA,Moderate,1,10
2023FE126,2023,DSA,Moderate,1,10
2023FE126,2023,DSA,Easy,1,10
2023FE126,2023,DBMS,Easy,0,0
2023FE126,2023,DBMS,Difficult,1,10
2023FE126,2023,DBMS,Easy,1,10
2023FE126,2023,OS,Moderate,0,0
2023FE126,2023,OS,Easy,1,10
2023FE126,2023,OS,Difficult,0,0
2023FE126,2023,CN,Difficult,1,10
2023FE126,2023,CN,Difficult,0,0
2023FE126,2023,CN,Easy,0,0
2023FE126,2023,Aptitude,Easy,0,0
2023FE126,2023,Aptitude,Easy,0,0
2023FE126,2023,Aptitude,Difficult,1,10
2023FE127,2023,DSA,Moderate,1,10
2023FE127,2023,DSA,Moderate,0,0
2023FE127,2023,DSA,Easy,0,0
2023FE127,2023,DBMS,Easy,0,0
2023FE127,2023,DBMS,Easy,1,10
2023FE127,2023,DBMS,Difficult,0,0
2023FE127,2023,OS,Difficult,0,0
2023FE127,2023,OS,Easy,0,0
2023FE127,2023,OS,Easy,1,10
2023FE127,2023,CN,Difficult,1,10
2023FE127,2023,CN,Easy,0,0
2023FE127,2023,CN,Difficult,0,0
2023FE127,2023,Aptitude,Difficult,0,0
2023FE127,2023,Aptitude,Moderate,0,0
2023FE127,2023,Aptitude,Easy,0,0
2023FE128,2023,DSA,Difficult,1,10
2023FE128,2023,DSA,Moderate,0,0
2023FE128,2023,DSA,Difficult,0,0
2023FE128,2023,DBMS,Moderate,1,10
2023FE128,2023,DBMS,Difficult,0,0
2023FE128,2023,DBMS,Difficult,0,0
2023FE128,2023,OS,Moderate,0,0
2023FE128,2023,OS,Moderate,1,10
2023FE128,2023,OS,Difficult,0,0
2023FE128,2023,CN,Easy,0,0
2023FE128,2023,CN,Easy,0,0
2023FE128,2023,CN,Easy,1,10
2023FE128,2023,Aptitude,Easy,0,0
2023FE128,2023,Aptitude,Easy,0,0
2023FE128,2023,Aptitude,Moderate,0,0
2023FE129,2023,DSA,Moderate,1,10
2023FE129,2023,DSA,Difficult,1,10
2023FE129,2023,DSA,Difficult,1,10
2023FE129,2023,DBMS,Difficult,1,10
2023FE129,2023,DBMS,Difficult,0,0
2023FE129,2023,DBMS,Moderate,1,10
2023FE129,2023,OS,Easy,0,0
2023FE129,2023,OS,Moderate,0,0
2023FE129,2023,OS,Moderate,1,10
2023FE129,2023,CN,Moderate,1,10
2023FE129,2023,CN,Difficult,0,0
2023FE129,2023,CN,Easy,1,10
2023FE129,2023,Aptitude,Difficult,0,0
2023FE129,2023,Aptitude,Moderate,0,0
2023FE129,2023,Aptitude,Moderate,1,10
2023FE130,2023,DSA,Difficult,1,10
2023FE130,2023,DSA,Moderate,1,10
2023FE130,2023,DSA,Difficult,0,0
2023FE130,2023,DBMS,Difficult,0,0
2023FE130,2023,DBMS,Moderate,1,10
2023FE130,2023,DBMS,Difficult,0,0
2023FE130,2023,OS,Moderate,0,0
2023FE130,2023,OS,Difficult,1,10
2023FE130,2023,OS,Difficult,1,10
2023FE130,2023,CN,Easy,0,0
2023FE130,2023,CN,Easy,0,0
2023FE130,2023,CN,Easy,1,10
2023FE130,2023,Aptitude,Moderate,1,10
2023FE130,2023,Aptitude,Difficult,1,10
2023FE130,2023,Aptitude,Moderate,0,0
2023FE131,2023,DSA,Difficult,0,0
2023FE131,2023,DSA,Moderate,1,10
2023FE131,2023,DSA,Easy,1,10
2023FE131,2023,DBMS,Easy,0,0
2023FE131,2023,DBMS,Easy,0,0
2023FE131,2023,DBMS,Easy,1,10
2023FE131,2023,OS,Moderate,1,10
2023FE131,2023,OS,Easy,0,0
2023FE131,2023,OS,Moderate,0,0
2023FE131,2023,CN,Easy,1,10
2023FE131,2023,CN,Moderate,0,0
2023FE131,2023,CN,Moderate,1,10
2023FE131,2023,Aptitude,Difficult,0,0
2023FE131,2023,Aptitude,Easy,1,10
2023FE131,2023,Aptitude,Difficult,1,10
2023FE132,2023,DSA,Moderate,1,10
2023FE132,2023,DSA,Moderate,1,10
2023FE132,2023,DSA,Moderate,1,10
2023FE132,2023,DBMS,Moderate,0,0
2023FE132,2023,DBMS,Difficult,0,0
2023FE132,2023,DBMS,Difficult,0,0
2023FE132,2023,OS,Difficult,0,0
2023FE132,2023,OS,Difficult,0,0
2023FE132,2023,OS,Difficult,0,0
2023FE132,2023,CN,Difficult,0,0
2023FE132,2023,CN,Moderate,1,10
2023FE132,2023,CN,Difficult,1,10
2023FE132,2023,Aptitude,Moderate,0,0
2023FE132,2023,Aptitude,Difficult,1,10
2023FE132,2023,Aptitude,Difficult,0,0
2023FE133,2023,DSA,Moderate,1,10
2023FE133,2023,DSA,Easy,1,10
2023FE133,2023,DSA,Easy,1,10
2023FE133,2023,DBMS,Moderate,1,10
2023FE133,2023,DBMS,Moderate,1,10
2023FE133,2023,DBMS,Easy,0,0
2023FE133,2023,OS,Difficult,0,0
2023FE133,2023,OS,Easy,0,0
2023FE133,2023,OS,Difficult,1,10
2023FE133,2023,CN,Easy,0,0
2023FE133,2023,CN,Difficult,1,10
2023FE133,2023,CN,Difficult,1,10
2023FE133,2023,Aptitude,Moderate,0,0
2023FE133,2023,Aptitude,Difficult,1,10
2023FE133,2023,Aptitude,Difficult,0,0
2023FE134,2023,DSA,Easy,1,10
2023FE134,2023,DSA,Moderate,1,10
2023FE134,2023,DSA,Difficult,1,10
2023FE134,2023,DBMS,Difficult,1,10
2023FE134,2023,DBMS,Moderate,1,10
2023FE134,2023,DBMS,Easy,1,10
2023FE134,2023,OS,Easy,1,10
2023FE134,2023,OS,Easy,1,10
2023FE134,2023,OS,Difficult,1,10
2023FE134,2023,CN,Moderate,0,0
2023FE134,2023,CN,Moderate,0,0
2023FE134,2023,CN,Easy,0,0
2023FE134,2023,Aptitude,Easy,1,10
2023FE134,2023,Aptitude,Moderate,1,10
2023FE134,2023,Aptitude,Easy,0,0
2023FE135,2023,DSA,Moderate,1,10
2023FE135,2023,DSA,Easy,1,10
2023FE135,2023,DSA,Easy,0,0
2023FE135,2023,DBMS,Moderate,0,0
2023FE135,2023,DBMS,Difficult,0,0
2023FE135,2023,DBMS,Difficult,1,10
2023FE135,2023,OS,Moderate,0,0
2023FE135,2023,OS,Difficult,1,10
2023FE135,2023,OS,Easy,1,10
2023FE135,2023,CN,Difficult,1,10
2023FE135,2023,CN,Easy,0,0
2023FE135,2023,CN,Difficult,1,10
2023FE135,2023,Aptitude,Difficult,0,0
2023FE135,2023,Aptitude,Moderate,1,10
2023FE135,2023,Aptitude,Difficult,1,10
2023FE136,2023,DSA,Difficult,1,10
2023FE136,2023,DSA,Easy,0,0
2023FE136,2023,DSA,Difficult,1,10
2023FE136,2023,DBMS,Easy,1,10
2023FE136,2023,DBMS,Difficult,0,0
2023FE136,2023,DBMS,Moderate,0,0
2023FE136,2023,OS,Easy,0,0
2023FE136,2023,OS,Moderate,0,0
2023FE136,2023,OS,Moderate,1,10
2023FE136,2023,CN,Easy,0,0
2023FE136,2023,CN,Easy,0,0
2023FE136,2023,CN,Difficult,1,10
2023FE136,2023,Aptitude,Moderate,0,0
2023FE136,2023,Aptitude,Difficult,0,0
2023FE136,2023,Aptitude,Moderate,0,0
2023FE137,2023,DSA,Difficult,1,10
2023FE137,2023,DSA,Difficult,1,10
2023FE137,2023,DSA,Easy,0,0
2023FE137,2023,DBMS,Difficult,1,10
2023FE137,2023,DBMS,Difficult,1,10
2023FE137,2023,DBMS,Easy,0,0
2023FE137,2023,OS,Moderate,0,0
2023FE137,2023,OS,Easy,1,10
2023FE137,2023,OS,Difficult,0,0
2023FE137,2023,CN,Easy,1,10
2023FE137,2023,CN,Easy,1,10
2023FE137,2023,CN,Easy,0,0
2023FE137,2023,Aptitude,Difficult,1,10
2023FE137,2023,Aptitude,Moderate,1,10
2023FE137,2023,Aptitude,Difficult,1,10
2023FE138,2023,DSA,Difficult,1,10
2023FE138,2023,DSA,Easy,1,10
2023FE138,2023,DSA,Moderate,0,0
2023FE138,2023,DBMS,Easy,0,0
2023FE138,2023,DBMS,Difficult,0,0
2023FE138,2023,DBMS,Moderate,0,0
2023FE138,2023,OS,Difficult,0,0
2023FE138,2023,OS,Difficult,1,10
2023FE138,2023,OS,Difficult,0,0
2023FE138,2023,CN,Easy,0,0
2023FE138,2023,CN,Easy,0,0
2023FE138,2023,CN,Difficult,0,0
2023FE138,2023,Aptitude,Easy,0,0
2023FE138,2023,Aptitude,Moderate,1,10
2023FE138,2023,Aptitude,Easy,1,10
2023FE139,2023,DSA,Easy,0,0
2023FE139,2023,DSA,Difficult,0,0
2023FE139,2023,DSA,Easy,0,0
2023FE139,2023,DBMS,Moderate,0,0
2023FE139,2023,DBMS,Difficult,1,10
2023FE139,2023,DBMS,Moderate,0,0
2023FE139,2023,OS,Moderate,1,10
2023FE139,2023,OS,Difficult,1,10
2023FE139,2023,OS,Moderate,0,0
2023FE139,2023,CN,Easy,0,0
2023FE139,2023,CN,Moderate,1,10
2023FE139,2023,CN,Easy,0,0
2023FE139,2023,Aptitude,Easy,1,10
2023FE139,2023,Aptitude,Moderate,1,10
2023FE139,2023,Aptitude,Difficult,1,10
2023FE140,2023,DSA,Moderate,1,10
2023FE140,2023,DSA,Moderate,0,0
2023FE140,2023,DSA,Difficult,1,10
2023FE140,2023,DBMS,Easy,1,10
2023FE140,2023,DBMS,Easy,1,10
2023FE140,2023,DBMS,Moderate,0,0
2023FE140,2023,OS,Moderate,0,0
2023FE140,2023,OS,Difficult,1,10
2023FE140,2023,OS,Moderate,1,10
2023FE140,2023,CN,Easy,1,10
2023FE140,2023,CN,Difficult,1,10
2023FE140,2023,CN,Difficult,1,10
2023FE140,2023,Aptitude,Easy,1,10
2023FE140,2023,Aptitude,Easy,0,0
2023FE140,2023,Aptitude,Difficult,1,10
2023FE141,2023,DSA,Difficult,0,0
2023FE141,2023,DSA,Moderate,1,10
2023FE141,2023,DSA,Easy,1,10
2023FE141,2023,DBMS,Easy,1,10
2023FE141,2023,DBMS,Difficult,1,10
2023FE141,2023,DBMS,Moderate,0,0
2023FE141,2023,OS,Difficult,0,0
2023FE141,2023,OS,Easy,1,10
2023FE141,2023,OS,Moderate,1,10
2023FE141,2023,CN,Difficult,1,10
2023FE141,2023,CN,Moderate,1,10
2023FE141,2023,CN,Easy,0,0
2023FE141,2023,Aptitude,Moderate,1,10
2023FE141,2023,Aptitude,Easy,0,0
2023FE141,2023,Aptitude,Moderate,0,0
2023FE142,2023,DSA,Difficult,1,10
2023FE142,2023,DSA,Difficult,1,10
2023FE142,2023,DSA,Moderate,1,10
2023FE142,2023,DBMS,Moderate,1,10
2023FE142,2023,DBMS,Easy,1,10
2023FE142,2023,DBMS,Difficult,1,10
2023FE142,2023,OS,Moderate,0,0
2023FE142,2023,OS,Difficult,0,0
2023FE142,2023,OS,Easy,1,10
2023FE142,2023,CN,Moderate,0,0
2023FE142,2023,CN,Easy,0,0
2023FE142,2023,CN,Moderate,1,10
2023FE142,2023,Aptitude,Difficult,0,0
2023FE142,2023,Aptitude,Difficult,1,10
2023FE142,2023,Aptitude,Moderate,1,10
2023FE143,2023,DSA,Easy,0,0
2023FE143,2023,DSA,Difficult,0,0
2023FE143,2023,DSA,Difficult,1,10
2023FE143,2023,DBMS,Difficult,0,0
2023FE143,2023,DBMS,Easy,0,0
2023FE143,2023,DBMS,Easy,0,0
2023FE143,2023,OS,Easy,0,0
